"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2018","1,601.42","1,626.78","1,628.79","1,596.55","13.75B","-1.71%"
"07/04/2018","1,629.20","1,625.17","1,632.43","1,615.90","14.48B","0.16%"
"07/03/2018","1,626.62","1,607.20","1,628.30","1,600.71","15.30B","1.20%"
"07/02/2018","1,607.27","1,597.01","1,607.41","1,586.34","12.10B","0.73%"
"06/29/2018","1,595.58","1,604.51","1,609.86","1,584.68","13.85B","-0.25%"
"06/28/2018","1,599.54","1,623.67","1,624.97","1,599.44","14.05B","-1.18%"
"06/27/2018","1,618.66","1,631.39","1,638.73","1,615.38","12.53B","-0.33%"
"06/26/2018","1,623.98","1,615.79","1,629.02","1,608.24","11.34B","0.10%"
"06/25/2018","1,622.28","1,641.02","1,646.37","1,621.12","10.43B","-0.78%"
"06/22/2018","1,634.98","1,641.58","1,648.74","1,628.16","12.83B","0.03%"
"06/21/2018","1,634.44","1,663.63","1,664.97","1,629.26","12.47B","-1.79%"
"06/20/2018","1,664.26","1,647.22","1,665.27","1,640.13","11.88B","1.51%"
"06/19/2018","1,639.54","1,667.47","1,674.28","1,633.72","16.03B","-2.39%"
"06/18/2018","1,679.68","1,694.24","1,695.44","1,679.48","10.29B","-1.47%"
"06/15/2018","1,704.82","1,706.52","1,711.40","1,695.39","12.04B","-0.29%"
"06/14/2018","1,709.86","1,714.52","1,715.65","1,699.66","12.04B","-0.49%"
"06/13/2018","1,718.34","1,726.47","1,728.54","1,716.38","10.21B","-0.52%"
"06/12/2018","1,727.29","1,725.91","1,735.84","1,724.71","13.79B","0.24%"
"06/11/2018","1,723.11","1,723.80","1,727.63","1,716.25","9.20B","0.06%"
"06/08/2018","1,722.04","1,735.78","1,736.00","1,721.88","10.47B","-0.64%"
"06/07/2018","1,733.05","1,743.63","1,746.50","1,733.01","11.53B","-0.32%"
"06/06/2018","1,738.70","1,737.23","1,744.48","1,731.98","12.71B","0.35%"
"06/05/2018","1,732.71","1,722.38","1,734.32","1,710.81","15.59B","0.66%"
"06/04/2018","1,721.29","1,718.92","1,724.71","1,715.82","15.00B","0.09%"
"06/01/2018","1,719.82","1,726.85","1,729.88","1,714.62","16.83B","-0.41%"
"05/31/2018","1,726.97","1,730.02","1,734.28","1,720.31","16.04B","0.11%"
"05/30/2018","1,725.14","1,717.50","1,726.65","1,711.73","15.88B","-0.54%"
"05/28/2018","1,734.54","1,735.81","1,738.92","1,729.66","11.84B","-0.38%"
"05/25/2018","1,741.21","1,735.95","1,741.23","1,725.06","12.35B","0.50%"
"05/24/2018","1,732.51","1,747.17","1,751.04","1,729.95","14.24B","-1.20%"
"05/23/2018","1,753.60","1,756.20","1,761.61","1,747.75","24.69B","-0.40%"
"05/22/2018","1,760.71","1,769.23","1,771.16","1,754.82","12.23B","-0.43%"
"05/21/2018","1,768.31","1,761.04","1,770.13","1,758.47","12.15B","0.81%"
"05/18/2018","1,754.17","1,752.57","1,755.53","1,745.90","11.68B","0.17%"
"05/17/2018","1,751.20","1,752.24","1,757.97","1,745.45","14.04B","0.03%"
"05/16/2018","1,750.62","1,757.90","1,761.06","1,747.32","13.97B","-0.92%"
"05/15/2018","1,766.86","1,773.41","1,774.71","1,759.22","15.13B","-0.35%"
"05/14/2018","1,773.10","1,770.32","1,774.82","1,767.23","15.51B","0.41%"
"05/11/2018","1,765.93","1,749.94","1,765.94","1,746.03","22.33B","1.09%"
"05/10/2018","1,746.89","1,762.33","1,763.06","1,744.55","12.55B","-0.57%"
"05/09/2018","1,756.90","1,761.19","1,763.25","1,751.22","12.67B","-0.19%"
"05/08/2018","1,760.25","1,780.49","1,782.08","1,756.72","13.72B","-1.10%"
"05/07/2018","1,779.80","1,785.65","1,789.77","1,776.32","9.98B","0.00%"
"05/04/2018","1,779.87","1,786.87","1,792.22","1,777.10","11.94B","-0.61%"
"05/03/2018","1,790.80","1,786.55","1,797.56","1,786.00","12.28B","-0.02%"
"05/02/2018","1,791.13","1,777.27","1,791.14","1,771.65","11.08B","0.62%"
"04/30/2018","1,780.11","1,782.10","1,784.50","1,776.94","9.94B","0.12%"
"04/27/2018","1,778.02","1,777.38","1,779.80","1,767.12","11.07B","0.27%"
"04/26/2018","1,773.20","1,780.01","1,785.28","1,770.34","11.71B","-0.36%"
"04/25/2018","1,779.52","1,781.28","1,787.00","1,772.35","12.48B","-0.49%"
"04/24/2018","1,788.20","1,796.50","1,803.21","1,784.48","13.65B","-0.11%"
"04/23/2018","1,790.14","1,800.78","1,805.78","1,789.02","12.34B","-0.62%"
"04/20/2018","1,801.28","1,797.31","1,805.73","1,787.95","12.67B","0.35%"
"04/19/2018","1,794.94","1,778.20","1,795.30","1,776.81","13.71B","1.32%"
"04/18/2018","1,771.56","1,761.83","1,772.27","1,760.67","10.75B","0.91%"
"04/17/2018","1,755.53","1,766.82","1,768.38","1,752.43","9.35B","-0.66%"
"04/12/2018","1,767.17","1,764.20","1,770.01","1,757.76","9.07B","0.22%"
"04/11/2018","1,763.22","1,763.31","1,770.47","1,756.40","10.38B","0.13%"
"04/10/2018","1,760.95","1,757.00","1,761.76","1,744.73","11.31B","0.55%"
"04/09/2018","1,751.27","1,737.08","1,752.91","1,735.38","11.43B","0.65%"
"04/05/2018","1,739.92","1,735.74","1,740.84","1,724.88","12.91B","0.87%"
"04/04/2018","1,724.98","1,767.46","1,771.58","1,724.90","17.12B","-2.28%"
"04/03/2018","1,765.24","1,773.70","1,779.04","1,764.18","11.08B","-0.96%"
"04/02/2018","1,782.28","1,774.72","1,783.73","1,771.58","9.09B","0.34%"
"03/30/2018","1,776.26","1,774.34","1,777.06","1,753.93","13.03B","0.53%"
"03/29/2018","1,766.92","1,783.72","1,789.00","1,756.62","12.45B","-1.01%"
"03/28/2018","1,784.99","1,797.84","1,802.71","1,782.07","10.55B","-0.98%"
"03/27/2018","1,802.58","1,807.79","1,810.53","1,799.88","10.51B","0.08%"
"03/26/2018","1,801.10","1,797.27","1,801.50","1,792.99","7.92B","0.38%"
"03/23/2018","1,794.21","1,780.88","1,794.21","1,779.73","10.88B","-0.24%"
"03/22/2018","1,798.55","1,809.00","1,813.64","1,796.75","10.25B","-0.16%"
"03/21/2018","1,801.43","1,806.92","1,808.85","1,796.35","9.94B","0.09%"
"03/20/2018","1,799.84","1,793.62","1,803.84","1,793.09","9.55B","0.00%"
"03/19/2018","1,799.79","1,812.33","1,812.94","1,797.58","10.51B","-0.66%"
"03/16/2018","1,811.76","1,813.00","1,818.53","1,809.41","11.82B","-0.24%"
"03/15/2018","1,816.08","1,815.12","1,820.51","1,809.94","12.41B","0.15%"
"03/14/2018","1,813.40","1,805.22","1,817.36","1,803.60","14.92B","0.19%"
"03/13/2018","1,809.90","1,797.80","1,809.90","1,793.78","14.74B","0.53%"
"03/12/2018","1,800.32","1,789.16","1,800.33","1,784.39","11.13B","1.41%"
"03/09/2018","1,775.37","1,784.88","1,786.43","1,761.63","13.75B","-0.20%"
"03/08/2018","1,778.90","1,785.44","1,794.18","1,772.79","12.93B","-0.15%"
"03/07/2018","1,781.64","1,797.04","1,798.13","1,780.12","14.63B","-0.97%"
"03/06/2018","1,799.06","1,812.27","1,817.93","1,795.34","13.78B","-0.54%"
"03/05/2018","1,808.89","1,812.27","1,817.08","1,792.14","13.92B","-0.17%"
"03/02/2018","1,811.98","1,821.17","1,825.63","1,806.84","10.60B","-0.99%"
"02/28/2018","1,830.13","1,828.62","1,840.06","1,825.67","12.07B","-0.01%"
"02/27/2018","1,830.39","1,842.92","1,852.51","1,830.03","15.92B","-0.21%"
"02/26/2018","1,834.18","1,811.54","1,834.21","1,809.33","11.05B","1.44%"
"02/23/2018","1,808.06","1,792.83","1,809.30","1,790.28","19.01B","1.09%"
"02/22/2018","1,788.63","1,801.08","1,808.58","1,787.70","16.03B","-0.70%"
"02/21/2018","1,801.16","1,812.49","1,814.83","1,797.79","12.10B","0.01%"
"02/20/2018","1,801.02","1,811.16","1,815.33","1,801.02","8.52B","-0.48%"
"02/19/2018","1,809.67","1,812.36","1,819.36","1,809.14","9.53B","0.21%"
"02/16/2018","1,805.89","1,804.60","1,809.75","1,802.39","6.89B","0.28%"
"02/15/2018","1,800.86","1,799.69","1,801.95","1,790.80","8.69B","0.49%"
"02/14/2018","1,792.09","1,805.68","1,806.78","1,792.00","9.84B","-0.44%"
"02/13/2018","1,800.03","1,804.64","1,806.11","1,797.29","9.70B","0.03%"
"02/12/2018","1,799.45","1,790.00","1,799.45","1,786.25","9.11B","0.73%"
"02/09/2018","1,786.45","1,767.31","1,788.01","1,766.82","11.58B","-0.01%"
"02/08/2018","1,786.66","1,787.24","1,796.07","1,781.18","9.39B","0.07%"
"02/07/2018","1,785.44","1,801.94","1,804.75","1,782.94","11.26B","-0.17%"
"02/06/2018","1,788.43","1,775.42","1,792.17","1,758.31","17.56B","-1.21%"
"02/05/2018","1,810.32","1,798.42","1,813.94","1,796.93","12.66B","-0.93%"
"02/02/2018","1,827.35","1,838.98","1,841.94","1,822.72","10.93B","-0.34%"
"02/01/2018","1,833.60","1,833.53","1,837.86","1,830.55","10.70B","0.37%"
"01/31/2018","1,826.86","1,820.35","1,834.26","1,819.50","10.76B","0.01%"
"01/30/2018","1,826.61","1,834.37","1,835.59","1,821.40","10.95B","-0.59%"
"01/29/2018","1,837.49","1,835.90","1,839.85","1,831.15","10.34B","0.47%"
"01/26/2018","1,828.88","1,819.45","1,829.07","1,806.13","13.33B","0.53%"
"01/25/2018","1,819.29","1,843.30","1,848.07","1,819.29","12.17B","-1.07%"
"01/24/2018","1,838.96","1,831.39","1,841.21","1,829.08","12.08B","0.39%"
"01/23/2018","1,831.78","1,830.92","1,836.68","1,825.07","14.01B","0.42%"
"01/22/2018","1,824.06","1,819.14","1,827.29","1,815.13","10.27B","0.15%"
"01/19/2018","1,821.34","1,815.20","1,821.34","1,803.55","12.18B","0.11%"
"01/18/2018","1,819.32","1,836.35","1,837.92","1,819.18","11.95B","-0.52%"
"01/17/2018","1,828.88","1,819.13","1,828.93","1,816.06","10.17B","0.39%"
"01/16/2018","1,821.83","1,829.09","1,831.45","1,816.90","11.26B","-0.05%"
"01/15/2018","1,822.66","1,819.24","1,830.68","1,818.51","14.12B","0.69%"
"01/12/2018","1,810.19","1,810.13","1,816.81","1,808.53","10.68B","0.41%"
"01/11/2018","1,802.80","1,795.08","1,804.54","1,786.47","11.60B","0.44%"
"01/10/2018","1,794.92","1,803.14","1,807.09","1,791.82","13.49B","-0.02%"
"01/09/2018","1,795.21","1,795.89","1,798.69","1,784.75","13.87B","0.13%"
"01/08/2018","1,792.81","1,799.59","1,813.17","1,792.81","12.09B","-0.15%"
"01/05/2018","1,795.45","1,793.89","1,803.93","1,787.34","12.72B","0.25%"
"01/04/2018","1,791.02","1,786.64","1,791.39","1,779.28","13.11B","0.70%"
"01/03/2018","1,778.53","1,759.61","1,779.55","1,758.07","12.69B","1.42%"
"12/29/2017","1,753.71","1,747.58","1,753.73","1,745.77","6.91B","0.60%"
"12/28/2017","1,743.29","1,755.55","1,756.64","1,734.70","9.17B","-0.55%"
"12/27/2017","1,752.89","1,756.16","1,763.36","1,751.98","9.98B","0.02%"
"12/26/2017","1,752.48","1,751.05","1,754.68","1,743.27","7.94B","0.13%"
"12/25/2017","1,750.22","1,745.64","1,752.82","1,744.34","6.27B","0.47%"
"12/22/2017","1,742.08","1,739.06","1,744.21","1,736.26","6.74B","0.30%"
"12/21/2017","1,736.91","1,739.54","1,742.04","1,734.73","7.66B","-0.07%"
"12/20/2017","1,738.16","1,734.45","1,739.29","1,728.81","9.52B","0.34%"
"12/19/2017","1,732.31","1,727.22","1,736.83","1,726.82","10.45B","0.50%"
"12/18/2017","1,723.71","1,720.41","1,727.07","1,717.33","7.73B","0.35%"
"12/15/2017","1,717.69","1,713.26","1,717.69","1,709.16","8.34B","0.16%"
"12/14/2017","1,714.99","1,709.52","1,716.14","1,707.49","8.16B","0.47%"
"12/13/2017","1,706.93","1,704.01","1,708.70","1,702.58","8.37B","0.28%"
"12/12/2017","1,702.17","1,709.54","1,710.80","1,699.98","8.38B","-0.25%"
"12/08/2017","1,706.52","1,706.69","1,712.49","1,704.07","10.68B","0.18%"
"12/07/2017","1,703.37","1,693.81","1,703.51","1,690.44","8.87B","0.53%"
"12/06/2017","1,694.39","1,694.96","1,696.63","1,686.02","10.62B","-0.19%"
"12/04/2017","1,697.61","1,704.70","1,706.48","1,692.45","7.96B","-0.12%"
"12/01/2017","1,699.65","1,704.20","1,705.97","1,696.46","9.07B","0.13%"
"11/30/2017","1,697.39","1,702.54","1,708.42","1,691.80","9.74B","-0.47%"
"11/29/2017","1,705.33","1,710.33","1,715.41","1,705.00","9.06B","-0.07%"
"11/28/2017","1,706.52","1,696.06","1,706.55","1,695.84","8.12B","0.64%"
"11/27/2017","1,695.67","1,693.99","1,699.71","1,687.43","9.47B","-0.01%"
"11/24/2017","1,695.84","1,707.80","1,710.78","1,691.45","10.28B","-0.68%"
"11/23/2017","1,707.38","1,716.47","1,719.00","1,707.33","8.98B","-0.34%"
"11/22/2017","1,713.13","1,715.29","1,722.45","1,713.12","10.39B","0.15%"
"11/21/2017","1,710.48","1,716.74","1,718.80","1,707.31","9.41B","-0.23%"
"11/20/2017","1,714.38","1,715.02","1,718.29","1,711.39","9.65B","0.29%"
"11/17/2017","1,709.38","1,701.48","1,711.49","1,697.65","9.74B","1.07%"
"11/16/2017","1,691.25","1,692.79","1,699.85","1,691.17","11.53B","0.06%"
"11/15/2017","1,690.26","1,700.05","1,701.01","1,688.65","11.00B","-0.73%"
"11/14/2017","1,702.63","1,688.96","1,704.82","1,684.82","11.71B","0.92%"
"11/13/2017","1,687.05","1,686.89","1,690.78","1,680.53","10.23B","-0.13%"
"11/10/2017","1,689.28","1,702.92","1,704.51","1,688.77","10.44B","-0.81%"
"11/09/2017","1,703.03","1,718.02","1,718.74","1,702.14","9.67B","-0.68%"
"11/08/2017","1,714.65","1,714.30","1,718.70","1,709.81","11.20B","0.11%"
"11/07/2017","1,712.75","1,716.26","1,721.08","1,711.29","10.40B","0.06%"
"11/06/2017","1,711.74","1,703.17","1,713.08","1,695.67","9.84B","0.60%"
"11/03/2017","1,701.47","1,707.02","1,707.87","1,696.66","10.37B","-0.03%"
"11/02/2017","1,701.93","1,714.62","1,716.22","1,701.93","11.79B","-0.74%"
"11/01/2017","1,714.55","1,728.80","1,729.64","1,713.70","11.80B","-0.40%"
"10/31/2017","1,721.37","1,721.02","1,726.52","1,717.63","10.08B","0.16%"
"10/30/2017","1,718.66","1,720.12","1,723.04","1,704.17","10.59B","0.15%"
"10/27/2017","1,716.03","1,712.33","1,721.88","1,712.02","9.74B","0.42%"
"10/25/2017","1,708.84","1,708.37","1,711.58","1,704.97","8.90B","0.41%"
"10/24/2017","1,701.81","1,694.33","1,706.00","1,693.03","9.06B","0.55%"
"10/20/2017","1,692.58","1,673.51","1,696.50","1,673.01","11.05B","0.54%"
"10/19/2017","1,683.43","1,707.70","1,712.52","1,681.00","14.10B","-1.41%"
"10/18/2017","1,707.53","1,723.43","1,723.61","1,707.53","12.32B","-0.98%"
"10/17/2017","1,724.47","1,726.29","1,729.80","1,719.26","11.92B","-0.13%"
"10/16/2017","1,726.67","1,719.67","1,728.62","1,719.12","16.93B","0.83%"
"10/12/2017","1,712.48","1,718.06","1,719.60","1,709.57","16.60B","-0.10%"
"10/11/2017","1,714.14","1,714.73","1,718.97","1,710.76","19.51B","0.42%"
"10/10/2017","1,706.95","1,694.53","1,708.35","1,687.01","15.41B","0.87%"
"10/09/2017","1,692.22","1,698.73","1,700.75","1,691.82","22.30B","-0.22%"
"10/06/2017","1,695.97","1,696.24","1,701.12","1,693.79","11.90B","0.30%"
"10/05/2017","1,690.87","1,689.91","1,692.95","1,685.46","11.88B","0.18%"
"10/04/2017","1,687.77","1,693.92","1,698.59","1,682.04","11.79B","-0.13%"
"10/03/2017","1,689.97","1,691.73","1,692.85","1,684.38","10.11B","0.08%"
"10/02/2017","1,688.64","1,677.22","1,691.13","1,676.97","12.82B","0.93%"
"09/29/2017","1,673.16","1,666.30","1,676.48","1,664.43","11.35B","0.41%"
"09/28/2017","1,666.36","1,672.62","1,675.32","1,660.29","10.66B","-0.23%"
"09/27/2017","1,670.27","1,671.15","1,675.44","1,663.17","10.26B","0.03%"
"09/26/2017","1,669.75","1,671.81","1,674.59","1,667.92","10.36B","0.13%"
"09/25/2017","1,667.59","1,660.55","1,669.57","1,657.78","9.72B","0.51%"
"09/22/2017","1,659.05","1,666.42","1,670.29","1,658.26","11.79B","-0.68%"
"09/21/2017","1,670.49","1,671.29","1,676.78","1,668.36","10.23B","-0.01%"
"09/20/2017","1,670.65","1,671.96","1,675.06","1,664.33","11.09B","-0.12%"
"09/19/2017","1,672.59","1,673.13","1,675.14","1,663.95","12.69B","0.14%"
"09/18/2017","1,670.20","1,663.34","1,678.23","1,662.90","11.07B","0.58%"
"09/15/2017","1,660.53","1,659.88","1,662.64","1,653.41","9.64B","0.09%"
"09/14/2017","1,659.10","1,646.37","1,661.60","1,643.80","11.60B","0.98%"
"09/13/2017","1,642.94","1,648.04","1,652.51","1,640.94","10.60B","-0.04%"
"09/12/2017","1,643.55","1,641.50","1,646.16","1,639.14","8.75B","0.37%"
"09/11/2017","1,637.54","1,637.67","1,642.88","1,634.12","10.05B","0.12%"
"09/08/2017","1,635.61","1,638.81","1,647.54","1,633.84","12.18B","0.18%"
"09/07/2017","1,632.66","1,623.97","1,634.30","1,622.34","12.38B","0.70%"
"09/06/2017","1,621.30","1,620.86","1,621.42","1,615.31","9.90B","0.05%"
"09/05/2017","1,620.42","1,620.70","1,623.95","1,616.33","8.63B","0.08%"
"09/04/2017","1,619.11","1,618.63","1,621.37","1,614.30","8.98B","0.04%"
"09/01/2017","1,618.42","1,621.40","1,624.37","1,617.33","8.40B","0.14%"
"08/31/2017","1,616.16","1,611.53","1,616.80","1,607.78","8.74B","0.17%"
"08/30/2017","1,613.34","1,617.83","1,626.22","1,610.45","10.86B","-0.05%"
"08/29/2017","1,614.14","1,586.68","1,617.73","1,585.48","13.93B","1.79%"
"08/28/2017","1,585.79","1,579.09","1,589.72","1,577.72","8.72B","0.63%"
"08/25/2017","1,575.85","1,576.42","1,577.61","1,571.13","6.35B","-0.01%"
"08/24/2017","1,575.96","1,575.55","1,577.98","1,572.10","7.10B","0.16%"
"08/23/2017","1,573.38","1,574.90","1,576.23","1,570.61","6.81B","0.01%"
"08/22/2017","1,573.19","1,571.78","1,574.92","1,569.75","6.64B","0.23%"
"08/21/2017","1,569.62","1,568.89","1,572.11","1,567.21","6.18B","0.20%"
"08/18/2017","1,566.53","1,567.17","1,568.37","1,562.01","6.19B","-0.15%"
"08/17/2017","1,568.95","1,568.89","1,570.72","1,564.75","7.84B","0.09%"
"08/16/2017","1,567.52","1,566.83","1,568.64","1,562.51","7.00B","0.02%"
"08/15/2017","1,567.19","1,567.41","1,572.07","1,565.43","6.43B","0.38%"
"08/11/2017","1,561.31","1,567.44","1,567.95","1,556.22","9.40B","-0.66%"
"08/10/2017","1,571.64","1,571.83","1,573.11","1,566.45","8.01B","0.01%"
"08/09/2017","1,571.51","1,577.95","1,578.30","1,569.40","7.49B","-0.38%"
"08/08/2017","1,577.44","1,575.37","1,579.64","1,573.21","10.83B","0.24%"
"08/07/2017","1,573.67","1,579.32","1,580.47","1,573.32","6.24B","-0.29%"
"08/04/2017","1,578.26","1,580.40","1,582.88","1,578.03","7.46B","0.00%"
"08/03/2017","1,578.25","1,580.24","1,583.70","1,577.93","8.33B","-0.14%"
"08/02/2017","1,580.54","1,580.27","1,582.59","1,577.18","8.05B","0.26%"
"08/01/2017","1,576.45","1,573.92","1,579.12","1,571.65","8.31B","0.02%"
"07/31/2017","1,576.08","1,582.22","1,582.86","1,569.79","8.42B","-0.31%"
"07/27/2017","1,581.06","1,584.74","1,585.27","1,578.58","9.40B","-0.13%"
"07/26/2017","1,583.17","1,583.52","1,586.12","1,581.70","9.94B","0.11%"
"07/25/2017","1,581.42","1,578.64","1,581.96","1,577.32","8.85B","0.30%"
"07/24/2017","1,576.73","1,574.45","1,580.19","1,573.99","7.09B","0.20%"
"07/21/2017","1,573.51","1,576.90","1,579.39","1,573.42","9.03B","-0.11%"
"07/20/2017","1,575.28","1,577.52","1,578.96","1,574.71","6.85B","-0.04%"
"07/19/2017","1,575.85","1,574.71","1,578.06","1,572.44","7.33B","0.28%"
"07/18/2017","1,571.52","1,575.35","1,577.02","1,569.16","7.46B","-0.16%"
"07/17/2017","1,574.09","1,581.45","1,582.69","1,572.61","6.99B","-0.23%"
"07/14/2017","1,577.79","1,581.45","1,582.23","1,574.66","5.87B","-0.10%"
"07/13/2017","1,579.41","1,581.43","1,584.26","1,575.83","6.59B","0.28%"
"07/12/2017","1,574.93","1,572.43","1,577.21","1,569.93","7.57B","0.36%"
"07/11/2017","1,569.24","1,570.30","1,572.02","1,564.75","6.50B","-0.01%"
"07/07/2017","1,569.44","1,567.70","1,570.60","1,565.17","6.47B","-0.01%"
"07/06/2017","1,569.64","1,575.15","1,575.78","1,564.05","8.27B","-0.34%"
"07/05/2017","1,575.02","1,575.78","1,579.28","1,573.52","6.12B","0.06%"
"07/04/2017","1,574.11","1,582.04","1,583.00","1,572.51","7.50B","-0.34%"
"07/03/2017","1,579.41","1,577.18","1,581.64","1,575.12","6.42B","0.30%"
"06/30/2017","1,574.74","1,578.19","1,580.20","1,567.16","7.86B","-0.21%"
"06/29/2017","1,578.12","1,586.91","1,590.49","1,576.94","8.16B","-0.28%"
"06/28/2017","1,582.63","1,586.51","1,587.85","1,580.86","6.91B","-0.24%"
"06/27/2017","1,586.45","1,589.47","1,591.09","1,584.22","8.17B","0.05%"
"06/26/2017","1,585.61","1,585.84","1,589.69","1,584.28","7.49B","0.21%"
"06/23/2017","1,582.36","1,582.93","1,585.41","1,581.28","9.45B","0.09%"
"06/22/2017","1,580.91","1,578.26","1,583.67","1,577.63","8.76B","0.25%"
"06/21/2017","1,577.01","1,577.29","1,578.63","1,573.70","8.02B","-0.10%"
"06/20/2017","1,578.62","1,583.74","1,584.15","1,577.67","7.76B","-0.16%"
"06/19/2017","1,581.14","1,579.74","1,583.77","1,579.32","7.35B","0.29%"
"06/16/2017","1,576.58","1,576.77","1,579.23","1,573.15","8.40B","0.19%"
"06/15/2017","1,573.53","1,575.28","1,580.52","1,573.53","10.61B","-0.22%"
"06/14/2017","1,577.00","1,574.09","1,578.53","1,570.70","10.04B","0.30%"
"06/13/2017","1,572.36","1,565.41","1,573.32","1,564.55","8.86B","0.55%"
"06/12/2017","1,563.81","1,566.85","1,569.70","1,560.75","8.10B","-0.18%"
"06/09/2017","1,566.65","1,571.12","1,571.70","1,564.53","9.86B","-0.23%"
"06/08/2017","1,570.28","1,567.76","1,571.78","1,563.31","10.79B","0.24%"
"06/07/2017","1,566.58","1,571.14","1,573.16","1,565.93","8.46B","-0.15%"
"06/06/2017","1,568.95","1,568.18","1,570.49","1,562.85","9.90B","0.13%"
"06/05/2017","1,566.85","1,572.50","1,573.13","1,562.73","8.20B","-0.05%"
"06/02/2017","1,567.60","1,565.09","1,570.96","1,564.70","8.01B","0.29%"
"06/01/2017","1,563.11","1,562.08","1,565.63","1,559.51","8.36B","0.09%"
"05/31/2017","1,561.66","1,572.06","1,574.44","1,558.22","8.24B","-0.44%"
"05/30/2017","1,568.57","1,569.84","1,572.15","1,567.62","6.98B","0.03%"
"05/29/2017","1,568.17","1,569.62","1,571.68","1,566.30","6.46B","-0.07%"
"05/26/2017","1,569.27","1,568.66","1,572.66","1,566.81","8.55B","-0.01%"
"05/25/2017","1,569.41","1,569.07","1,571.68","1,566.75","7.47B","0.21%"
"05/24/2017","1,566.15","1,565.77","1,567.92","1,563.49","7.99B","0.09%"
"05/23/2017","1,564.69","1,560.84","1,565.61","1,558.07","7.85B","0.45%"
"05/22/2017","1,557.73","1,553.67","1,560.11","1,553.64","10.61B","0.52%"
"05/19/2017","1,549.64","1,547.23","1,552.23","1,545.23","7.83B","0.24%"
"05/18/2017","1,545.88","1,544.35","1,548.60","1,541.22","7.88B","-0.16%"
"05/17/2017","1,548.29","1,547.51","1,552.55","1,545.17","9.38B","0.13%"
"05/16/2017","1,546.35","1,537.36","1,548.35","1,536.48","10.89B","0.58%"
"05/15/2017","1,537.42","1,541.56","1,542.11","1,531.68","11.67B","-0.42%"
"05/12/2017","1,543.94","1,550.12","1,550.13","1,537.43","11.05B","-0.41%"
"05/11/2017","1,550.27","1,562.89","1,564.31","1,546.81","9.87B","-0.64%"
"05/09/2017","1,560.31","1,570.61","1,571.08","1,557.60","9.31B","-0.49%"
"05/08/2017","1,568.02","1,568.00","1,571.42","1,565.74","6.51B","-0.06%"
"05/05/2017","1,569.02","1,570.70","1,571.80","1,563.95","6.75B","-0.26%"
"05/04/2017","1,573.05","1,565.77","1,574.38","1,565.59","7.14B","0.57%"
"05/03/2017","1,564.12","1,565.66","1,569.51","1,563.20","5.95B","0.00%"
"05/02/2017","1,564.12","1,566.59","1,570.07","1,563.91","6.04B","-0.14%"
"04/28/2017","1,566.32","1,568.56","1,569.12","1,562.82","7.15B","-0.03%"
"04/27/2017","1,566.77","1,566.83","1,569.36","1,563.58","7.65B","-0.04%"
"04/26/2017","1,567.47","1,562.32","1,569.10","1,559.64","9.31B","0.33%"
"04/25/2017","1,562.27","1,567.50","1,569.90","1,553.44","9.23B","-0.15%"
"04/24/2017","1,564.66","1,571.16","1,572.77","1,562.20","8.51B","-0.34%"
"04/21/2017","1,570.02","1,569.90","1,573.39","1,567.55","8.31B","0.24%"
"04/20/2017","1,566.28","1,566.70","1,572.90","1,565.67","9.98B","-0.06%"
"04/19/2017","1,567.19","1,573.88","1,575.11","1,567.03","8.96B","-0.46%"
"04/18/2017","1,574.42","1,579.62","1,583.78","1,574.42","7.34B","-0.09%"
"04/17/2017","1,575.91","1,585.78","1,585.96","1,574.80","6.43B","-0.85%"
"04/12/2017","1,589.50","1,584.97","1,589.50","1,584.40","5.86B","0.42%"
"04/11/2017","1,582.78","1,582.51","1,585.93","1,579.96","6.31B","0.10%"
"04/10/2017","1,581.19","1,580.96","1,583.04","1,576.99","6.51B","-0.15%"
"04/07/2017","1,583.53","1,580.16","1,583.88","1,575.44","9.95B","0.09%"
"04/05/2017","1,582.12","1,584.64","1,585.46","1,577.36","7.98B","-0.11%"
"04/04/2017","1,583.82","1,580.53","1,586.04","1,579.07","11.66B","0.19%"
"04/03/2017","1,580.86","1,578.48","1,583.55","1,577.78","7.45B","0.37%"
"03/31/2017","1,575.11","1,582.98","1,584.96","1,574.71","9.07B","-0.30%"
"03/30/2017","1,579.88","1,576.18","1,584.73","1,574.14","9.29B","0.31%"
"03/29/2017","1,574.97","1,575.78","1,579.59","1,573.06","7.63B","-0.11%"
"03/28/2017","1,576.72","1,573.36","1,579.59","1,572.06","7.88B","0.40%"
"03/27/2017","1,570.50","1,573.67","1,576.12","1,568.48","6.54B","-0.19%"
"03/24/2017","1,573.51","1,569.21","1,575.39","1,566.60","6.80B","0.31%"
"03/23/2017","1,568.72","1,571.48","1,573.25","1,567.42","6.96B","0.13%"
"03/22/2017","1,566.66","1,561.25","1,569.99","1,558.00","8.64B","-0.14%"
"03/21/2017","1,568.78","1,566.00","1,571.74","1,564.06","8.48B","0.34%"
"03/20/2017","1,563.54","1,564.43","1,568.29","1,561.79","7.69B","0.16%"
"03/17/2017","1,560.98","1,559.97","1,562.82","1,554.49","9.52B","0.25%"
"03/16/2017","1,557.05","1,548.89","1,559.61","1,547.42","10.88B","1.05%"
"03/15/2017","1,540.80","1,542.57","1,545.28","1,537.47","10.91B","-0.15%"
